_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,value,orig__golden,category,is_adi,is_premium,is_twin,label_gold,label_gold_reason,model_id,msid,new_model_is_positive,prediction_date,score,snorkel_prediction,sub_category,twin_type,type,url,new_label
2816219500,FALSE,finalized,3,8/16/2020 13:09:21,1,1,,Sports and Recreation,0,0,1,,,sc-experience,9cd21a87-a7c7-4c77-b666-4fd5536d5a2d,1,00:00.0,0.242868586,,Travel-Leisure,twin,easy,https://nurulanbiyasu.wixsite.com/nasnstravel,
2816219501,FALSE,finalized,3,8/16/2020 13:09:17,1,1,,Sports and Recreation,1,1,1,,,sc-experience,6fda9839-be80-4489-b5d7-98a911d0626a,1,00:00.0,0.247762141,,Travel-Leisure,twin,easy,https://geminitravelandwel.wixsite.com/geminitravelblog-1,
2816219502,FALSE,finalized,3,8/16/2020 13:10:42,1,1,,Sports and Recreation,1,0,1,,,sc-experience,5fa63436-f964-4c1a-990f-906605531271,1,00:00.0,0.156834642,,Travel-Leisure,twin,easy,https://princessmaearaneta.wixsite.com/website,
2816219503,FALSE,finalized,2,8/16/2020 13:07:56,1,1,,Sports and Recreation,0,1,1,,,sc-experience,27b8cb6d-1443-43ab-b660-5a82a02d7fb2,1,00:00.0,0.222647091,,Travel-Leisure,twin,easy,https://abigailmancera77.wixsite.com/website-1,
2816219504,FALSE,finalized,3,8/16/2020 13:10:33,1,1,,Sports and Recreation,1,0,1,,,sc-experience,35a695d0-84bd-4634-a599-9c1ed0ca5113,1,00:00.0,0.172787092,,Travel-Leisure,twin,easy,https://shristigupta313.wixsite.com/isynodwebdeals,
2816219505,FALSE,finalized,3,8/16/2020 13:07:04,1,1,,Sports and Recreation,1,1,1,,,sc-experience,8e7dbb9d-f6b1-4444-9f7a-0c62c2bb41e5,1,00:00.0,0.208533153,,Travel-Leisure,twin,easy,https://taracappis.wixsite.com/prettyplacesinc,
2816219509,FALSE,finalized,3,8/16/2020 13:06:25,1,1,,Sports and Recreation,0,1,1,,,sc-experience,466410e7-74e4-4c9a-aad8-488b0df46230,1,00:00.0,0.1639189,,Travel-Leisure,twin,easy,https://sullymatt1975.wixsite.com/theodysseyto,
2816219510,FALSE,finalized,4,8/16/2020 13:05:19,1,0.7583,,Sports and Recreation,0,1,1,,,sc-experience,0cdbaa48-8412-4137-9949-4f19e3c1c3b5,1,00:00.0,0.231660438,,Travel-Leisure,twin,easy,https://beckbee.wixsite.com/website,
2816219511,FALSE,in progress,3,8/16/2020 13:10:29,0,0.6791,,Sports and Recreation,0,1,1,,,sc-experience,18896c86-dfa5-4366-a5c4-5798c1013931,1,00:00.0,0.171033825,,Travel-Leisure,twin,easy,https://algarvetourguide.wixsite.com/meusite,
2816219548,FALSE,in progress,3,8/16/2020 13:10:46,0,0.6751,,Sports and Recreation,0,1,1,,,sc-experience,04f9e8ff-61ec-4783-a971-b21b448973a9,1,00:00.0,0.223908854,,Travel-Leisure,twin,easy,https://limitlessbalkan.wixsite.com/website-4,
2816219512,FALSE,finalized,3,8/16/2020 13:09:46,1,1,,Sports and Recreation,1,0,1,,,sc-experience,8d379f2c-c399-4911-8d38-d30865ce39d5,1,00:00.0,0.257015901,,Travel-Leisure,twin,easy,https://atif73081.wixsite.com/maliktravels,
2816219553,FALSE,in progress,4,8/16/2020 13:09:58,0,0.5006,,Sports and Recreation,1,0,1,,,sc-experience,1f654ebe-f023-4227-9fc4-79013112bbb4,1,00:00.0,0.23171655,,Travel-Leisure,twin,easy,https://bikrampathak9135.wixsite.com/guide,
2816219514,FALSE,finalized,3,8/16/2020 13:10:54,1,1,,Sports and Recreation,1,0,1,,,sc-experience,1986f099-9bb3-4a97-b79b-a01385807dfc,1,00:00.0,0.292798385,,Travel-Leisure,twin,easy,https://hahpime.wixsite.com/hahpi,
2816219515,FALSE,finalized,3,8/16/2020 13:06:55,1,1,,Sports and Recreation,0,0,1,,,sc-experience,5069f809-3761-4cbc-ac82-3910893a37cf,1,00:00.0,0.113844487,,Travel-Leisure,twin,easy,https://natalyr0115.wixsite.com/travels-incredibles,
2816219558,FALSE,in progress,2,,0,0.5333,,Sports and Recreation,0,1,1,,,sc-experience,5ce9b8de-4b2f-4ff2-80ff-fba19852cad3,1,00:00.0,0.185705645,,Travel-Leisure,twin,easy,https://udestinations.wixsite.com/udestinations,
2816219516,FALSE,in progress,2,,1,1,,Sports and Recreation,0,1,1,,,sc-experience,2ede688c-85a9-483b-ba11-2410e3e39261,1,00:00.0,0.254659398,,Travel-Leisure,twin,easy,https://meaghanbobrien.wixsite.com/aislingtours,
2816219517,FALSE,in progress,2,,1,1,,Sports and Recreation,0,1,1,,,sc-experience,70f7ce19-956b-430f-a5f6-572d99c4757c,1,00:00.0,0.242822406,,Travel-Leisure,twin,easy,https://almahditech2.wixsite.com/almahditravel2017,
2816219519,FALSE,finalized,3,8/16/2020 13:09:25,1,1,,Sports and Recreation,0,0,1,,,sc-experience,0dcf6855-cbe8-47b4-bd91-92dadf01a9b0,1,00:00.0,0.234027345,,Travel-Leisure,twin,easy,https://jenalynbatalla.wixsite.com/mysiteuhi,
2816219520,FALSE,finalized,3,8/16/2020 13:06:40,1,1,,Sports and Recreation,1,0,1,,,sc-experience,2204617f-bd99-46bd-9cec-af14587d7180,1,00:00.0,0.238651336,,Travel-Leisure,twin,easy,https://kassimakfinardi.wixsite.com/website,
2816219521,FALSE,finalized,3,8/16/2020 13:09:27,1,1,,Sports and Recreation,1,0,1,,,sc-experience,76877900-69a9-4efc-a5e5-f021b4e5b0c6,1,00:00.0,0.237213163,,Travel-Leisure,twin,easy,https://mairowen80.wixsite.com/travelideas,
2816219522,FALSE,finalized,3,8/16/2020 13:08:35,1,1,,Sports and Recreation,0,1,1,,,sc-experience,e5dfc75f-df0c-49b9-a773-3be2c05cc10e,1,00:00.0,0.219883796,,Travel-Leisure,twin,easy,https://rosalucas.wixsite.com/mysite-1,
2816219523,FALSE,finalized,3,8/16/2020 13:09:53,1,1,,Sports and Recreation,0,1,1,,,sc-experience,71a1766b-341a-40e4-9087-9f4f133f7386,1,00:00.0,0.206723809,,Travel-Leisure,twin,easy,https://yurkoandrew.wixsite.com/mysite-1,
2816219524,FALSE,finalized,3,8/16/2020 13:07:34,1,1,,Sports and Recreation,0,1,1,,,sc-experience,2e33849d-b159-420d-aab2-2ce7298ada24,1,00:00.0,0.169718309,,Travel-Leisure,twin,easy,https://megan20534.wixsite.com/mmplanning,
2816219525,FALSE,finalized,4,8/16/2020 13:10:57,1,0.769,,Sports and Recreation,1,0,1,,,sc-experience,1d6cdaa5-c713-4c0a-ae40-565e35952d7e,1,00:00.0,0.217918397,,Travel-Leisure,twin,easy,https://8holidaysindonesia.wixsite.com/8holidaysjogja,
2816219526,FALSE,finalized,3,8/16/2020 13:03:33,1,1,,Transportation,0,1,1,,,sc-experience,a5b4a6ff-46ba-4265-a0d0-c67d64d7bb05,1,00:00.0,0.143234224,,Transportation services,twin,easy,https://sea-angling.wixsite.com/boat-trips,
2816219528,FALSE,finalized,3,8/16/2020 13:08:48,1,1,,Sports and Recreation,0,1,1,,,sc-experience,ffcf91f4-7534-46ce-a2e4-65b79413a69a,1,00:00.0,0.203173113,,Travel-Leisure,twin,easy,https://dianawrightthompson.wixsite.com/dianasdreamvacations,
2816219578,FALSE,finalized,5,8/16/2020 13:09:05,0,0.5954,,Sports and Recreation,1,0,1,,,sc-experience,b368d1fb-8c38-47d9-8bb9-af34f5c6803d,1,00:00.0,0.225021288,,Travel-Leisure,twin,easy,https://seso34582.wixsite.com/mysite,
2816219594,FALSE,finalized,5,8/16/2020 13:09:14,0,0.5603,,Sports and Recreation,1,0,1,,,sc-experience,56751cd5-b1cd-45a5-9b05-c69550e152b7,1,00:00.0,0.185845984,,Travel-Leisure,twin,easy,https://chinexdavid.wixsite.com/website,
2816219529,FALSE,finalized,5,8/16/2020 13:09:16,1,0.78,,Sports and Recreation,1,1,1,,,sc-experience,d6eba93c-5db7-4b6d-8092-ab6234f686dc,1,00:00.0,0.223628398,,Travel-Leisure,twin,easy,https://discovergeorgiantr.wixsite.com/website,
2816219531,FALSE,finalized,3,8/16/2020 13:10:41,1,1,,Sports and Recreation,1,1,1,,,sc-experience,65611a86-0010-4245-96a6-ccbd18e19119,1,00:00.0,0.16892044,,Travel-Leisure,twin,easy,https://mrrussnash.wixsite.com/guiderussell2017,
2816219532,FALSE,finalized,3,8/16/2020 13:09:16,1,1,,Sports and Recreation,0,1,1,,,sc-experience,a87dc69b-9809-4f28-9400-7faca53d87f2,1,00:00.0,0.260810971,,Travel-Leisure,twin,easy,https://solymanahmed148.wixsite.com/website,
2816219611,FALSE,in progress,3,8/16/2020 13:10:30,0,0.641,,Sports and Recreation,0,1,1,,,sc-experience,e65f33ba-db2c-46a0-956f-e246b54884c1,1,00:00.0,0.184805029,,Travel-Leisure,twin,easy,https://lukemoss0.wixsite.com/mysite,
2816219533,FALSE,finalized,3,8/16/2020 13:06:29,1,1,,Sports and Recreation,0,0,1,,,sc-experience,561fbb37-eb5d-4c8f-9e15-d53a97d3fd20,1,00:00.0,0.244896196,,Travel-Leisure,twin,easy,https://lnsutherland.wixsite.com/endoftheearthtravel,
2816219648,FALSE,in progress,2,,0,0.5123,,Accommodation,0,1,1,,,sc-experience,d241d808-7736-4163-892f-d5ea61e4b0cb,0,00:00.0,0.033338934,,Hotel,twin,hard,https://northseattlegetawa.wixsite.com/mysite-3,
2816219534,FALSE,finalized,3,8/16/2020 13:10:12,1,1,,Sports and Recreation,0,1,1,,,sc-experience,77873665-d8fd-49b1-9b2f-9c3c47f774c9,1,00:00.0,0.223088855,,Travel-Leisure,twin,easy,https://aaron8560.wixsite.com/mysite,
2816219535,FALSE,finalized,3,8/16/2020 13:09:26,1,1,,Sports and Recreation,0,1,1,,,sc-experience,144ae318-dab4-4297-af80-7563849bf223,1,00:00.0,0.275616667,,Travel-Leisure,twin,easy,https://pluscostarica.wixsite.com/nicaraguaoneday,
2816219536,FALSE,finalized,3,8/16/2020 13:10:22,1,1,,Sports and Recreation,1,1,1,,,sc-experience,81ecb452-cc79-4349-a548-3ce4801298c0,1,00:00.0,0.238971157,,Travel-Leisure,twin,easy,https://britnymckibben.wixsite.com/darlingletsgosomewhe,
2816219539,FALSE,finalized,4,8/16/2020 13:10:16,1,0.7523,,Sports and Recreation,1,0,1,,,sc-experience,e4a38390-ab4f-496c-b7fe-0534e7996e4e,1,00:00.0,0.204433582,,Travel-Leisure,twin,easy,https://psid0408.wixsite.com/worldtravel,
2816219541,FALSE,in progress,2,,1,1,,Sports and Recreation,0,0,1,,,sc-experience,dc89759e-7016-4332-9a3e-df90fb078ff0,1,00:00.0,0.183679508,,Travel-Leisure,twin,easy,https://ecuadortierradefuego.wixsite.com/website-1,
2816219542,FALSE,finalized,3,8/16/2020 13:04:40,1,1,,Sports and Recreation,0,1,1,,,sc-experience,1121698b-1e85-4f1a-9d8f-9b09b0683e05,1,00:00.0,0.224722524,,Travel-Leisure,twin,easy,https://lindseyb85.wixsite.com/mysite,
2816219543,FALSE,finalized,4,8/16/2020 13:07:25,1,0.7641,,Sports and Recreation,1,0,1,,,sc-experience,68fd210c-dc1a-403a-bc71-0ea5f5892820,1,00:00.0,0.189256055,,Travel-Leisure,twin,easy,https://seunolawunmi8.wixsite.com/pctravelsandtours,
2816219544,FALSE,finalized,3,8/16/2020 13:08:47,1,1,,Sports and Recreation,0,1,1,,,sc-experience,86a6cc52-c3ae-4683-a872-a8a709419c64,1,00:00.0,0.161793038,,Travel-Leisure,twin,easy,https://adventureseaofcortes.wixsite.com/sailboat-rental,
2816219545,FALSE,in progress,2,,1,1,,Sports and Recreation,1,0,1,,,sc-experience,c597cea1-8cb6-40c3-995c-d31eb8ed206f,1,00:00.0,0.110042962,,Travel-Leisure,twin,easy,https://anubhabbhattacharj9.wixsite.com/website,
2816219549,FALSE,in progress,2,,1,1,,Sports and Recreation,1,1,1,,,sc-experience,bdacee6b-f6de-42a1-9053-8d8cd55d2924,1,00:00.0,0.197626048,,Travel-Leisure,twin,easy,https://harpa766.wixsite.com/website,
2816219550,FALSE,finalized,3,8/16/2020 13:09:22,1,1,,Sports and Recreation,0,1,1,,,sc-experience,56484605-5830-40fa-ba0a-82a0c75ef759,1,00:00.0,0.118381152,,Travel-Leisure,twin,easy,https://toddbolton68.wixsite.com/golf-north-1,
2816219551,FALSE,finalized,3,8/16/2020 13:07:55,1,1,,Sports and Recreation,1,0,1,,,sc-experience,2dee637c-241d-48b6-8ece-31f75eb44cd6,1,00:00.0,0.312607136,,Travel-Leisure,twin,easy,https://websitetku.wixsite.com/travel,
2816219552,FALSE,finalized,3,8/16/2020 13:08:57,1,1,,Sports and Recreation,1,0,1,,,sc-experience,291bd73a-fc77-473a-895f-0e46d5d73342,1,00:00.0,0.189256055,,Travel-Leisure,twin,easy,https://rohitbariya200.wixsite.com/wwwtrevellingeasycom,
2816219650,FALSE,in progress,3,8/16/2020 13:10:13,0,0.6364,,Accommodation,1,0,1,,,sc-experience,97dc9f77-5288-4074-92a6-cc1abc5a713b,1,00:00.0,0.084536244,,Hotel,twin,easy,https://fabihasherazi921.wixsite.com/bollywoodcamp,
2816219554,FALSE,finalized,3,8/16/2020 13:07:09,1,1,,Sports and Recreation,0,1,1,,,sc-experience,08b7b879-a850-45d2-813a-ab7c5609ade6,1,00:00.0,0.217950544,,Travel-Leisure,twin,easy,https://svanheelsbergen.wixsite.com/dutchtravelexp,
2816219555,FALSE,finalized,3,8/16/2020 13:09:34,1,1,,Sports and Recreation,0,1,1,,,sc-experience,27847305-d931-440b-b8a3-0acd7fe8b9cc,1,00:00.0,0.144847371,,Travel-Leisure,twin,easy,https://shacksontheroad.wixsite.com/website-1,
2816219556,FALSE,finalized,3,8/16/2020 13:06:13,1,1,,Sports and Recreation,1,0,1,,,sc-experience,c03c4f98-1e44-4575-8698-d9dcef7c2be3,1,00:00.0,0.18213299,,Travel-Leisure,twin,easy,https://bettyarfa2.wixsite.com/bettyarfa,
2816219559,FALSE,finalized,3,8/16/2020 13:08:23,1,1,,Transportation,0,1,1,,,sc-experience,b9044da5-dd90-48a4-8c94-11bb7903caca,1,00:00.0,0.147163464,,Transportation services,twin,easy,https://bearfootchartersfl.wixsite.com/mysite,
2816219561,FALSE,finalized,4,8/16/2020 13:07:44,1,0.7672,,Sports and Recreation,0,1,1,,,sc-experience,422e74c4-42bc-4e63-9039-9f70430896a5,1,00:00.0,0.175735907,,Travel-Leisure,twin,easy,https://wellvoyaged.wixsite.com/welcome,
2816219564,FALSE,finalized,3,8/16/2020 13:09:04,1,1,,Sports and Recreation,0,1,1,,,sc-experience,d24025d6-e493-4f94-87fa-b1512f9cec45,1,00:00.0,0.171436547,,Travel-Leisure,twin,easy,https://indigenousadventures.wixsite.com/indigenousadventures,
2816219565,FALSE,finalized,3,8/16/2020 13:08:47,1,1,,Sports and Recreation,0,1,1,,,sc-experience,1fb982b7-d1a0-456f-ac35-f87509fe2746,1,00:00.0,0.147229429,,Travel-Leisure,twin,easy,https://tmbauman.wixsite.com/example,
2816219566,FALSE,finalized,3,8/16/2020 13:08:48,1,1,,Sports and Recreation,1,1,1,,,sc-experience,540a89e9-3181-41b6-be21-446e9022bdc0,1,00:00.0,0.275331364,,Travel-Leisure,twin,easy,https://bsical.wixsite.com/website,
2816219567,FALSE,finalized,4,8/16/2020 13:07:40,1,0.7442,,Sports and Recreation,0,1,1,,,sc-experience,bc1ae9cf-69c0-4453-a29e-043a8bc3433f,1,00:00.0,0.204335373,,Travel-Leisure,twin,easy,https://sierrabusch.wixsite.com/website-2,
2816219651,FALSE,in progress,3,8/16/2020 13:11:23,0,0.6696,,Sports and Recreation,0,1,1,,,sc-experience,f3e6de78-ba69-4ffe-b1b1-1b1a174e0915,0,00:00.0,0.031513619,,Sport practice,fuzzy twin,hard,https://strengtheducationi.wixsite.com/myfitnessfinder,
2816219661,FALSE,in progress,2,,0,0.5455,,Sports and Recreation,0,1,1,,,sc-experience,70282ccd-2c6c-49f9-b2f4-f5587058a231,0,00:00.0,0.007050214,,Sport practice,fuzzy twin,hard,https://ssmmallc.wixsite.com/mysite,
2816219569,FALSE,finalized,3,8/16/2020 13:10:01,1,1,,Sports and Recreation,0,1,1,,,sc-experience,c929f625-50e4-4cd5-ab9c-a5877c503abf,1,00:00.0,0.243497127,,Travel-Leisure,twin,easy,https://israeletc.wixsite.com/israeletc,
2816219675,FALSE,in progress,2,,0,0.5213,,Sports and Recreation,1,0,1,,,sc-experience,dbc7d7da-1167-4dbe-a97d-0f5d7cf2fa9f,1,00:00.0,0.185813082,,Travel-Leisure,twin,easy,https://ac0219419.wixsite.com/hero10,
2816219570,FALSE,finalized,3,8/16/2020 13:11:20,1,1,,Sports and Recreation,0,0,1,,,sc-experience,a2d920bf-c8a2-4d74-a0ac-3139f58feefc,1,00:00.0,0.213551186,,Travel-Leisure,twin,easy,https://ljwatersportstci.wixsite.com/mytime,
2816219571,FALSE,finalized,3,8/16/2020 13:11:04,1,1,,Sports and Recreation,1,0,1,,,sc-experience,22c7c593-d55d-4f62-9ac5-253a364a0486,1,00:00.0,0.232975192,,Travel-Leisure,twin,easy,https://venkatchowdary0000.wixsite.com/venkattravels,
2816219572,FALSE,finalized,3,8/16/2020 13:05:38,1,1,,Sports and Recreation,1,0,1,,,sc-experience,6f93ceb1-3eaa-42f2-8fcb-549f2ba3ecab,1,00:00.0,0.224897288,,Travel-Leisure,twin,easy,https://manjunathsriman73.wixsite.com/mstourstravels,
2816219574,FALSE,finalized,3,8/16/2020 13:10:35,1,1,,Sports and Recreation,1,0,1,,,sc-experience,56c9a59b-2fbd-43b8-863b-02c76e514ad0,1,00:00.0,0.130483065,,Travel-Leisure,twin,easy,https://womeninthewilderne.wixsite.com/website,
2816219575,FALSE,finalized,5,8/16/2020 13:06:43,1,0.7891,,Sports and Recreation,0,1,1,,,sc-experience,459d197e-9a3f-46ca-94a0-ad40ec68db9f,1,00:00.0,0.255692363,,Travel-Leisure,twin,easy,https://sohampersonal18.wixsite.com/soham_wanderlust,
2816219687,FALSE,in progress,2,,0,0.6667,,Sports and Recreation,0,0,1,,,sc-experience,e89b9ca3-be55-48bd-83a1-9c3a58a076ea,1,00:00.0,0.0659888,,Travel-Leisure,twin,easy,https://thitiyapiledu.wixsite.com/mysite,
2816219690,FALSE,finalized,5,8/16/2020 13:09:50,0,0.5549,,Accommodation,0,1,1,,,sc-experience,6a8a161b-9cab-4719-a97d-c56f2b747e59,0,00:00.0,0.042915707,,Hotel,twin,hard,https://katharinemoody.wixsite.com/mullach,
2816219697,FALSE,in progress,2,,0,0.5039,,Accommodation,0,1,1,,,sc-experience,e53f0d66-17cb-4d46-86ca-1b62fe4c3ab2,0,00:00.0,0.018590427,,Hotel,twin,hard,https://hannaharlt.wixsite.com/yorke-272,
2816219576,FALSE,in progress,4,8/16/2020 13:10:46,1,0.7441,,Sports and Recreation,0,1,1,,,sc-experience,94d022e1-f836-4374-adbf-fa5424508c27,1,00:00.0,0.231133467,,Travel-Leisure,twin,easy,https://pratikpbane.wixsite.com/beingoutofoffice,
2816219577,FALSE,finalized,3,8/16/2020 13:08:59,1,1,,Sports and Recreation,0,1,1,,,sc-experience,d5ddc2bb-40aa-4ce0-82fd-45492ad29e7f,1,00:00.0,0.210664838,,Travel-Leisure,twin,easy,https://rashidasymonds.wixsite.com/mysite-1,
2816219579,FALSE,finalized,3,8/16/2020 13:11:11,1,1,,Sports and Recreation,0,0,1,,,sc-experience,e0b0c2d5-0c85-464e-8ca3-ab0a803eae0c,1,00:00.0,0.211748592,,Travel-Leisure,twin,easy,https://micuba.wixsite.com/neli,
2816219580,FALSE,finalized,4,8/16/2020 13:06:23,1,0.7871,,Accommodation,0,1,1,,,sc-experience,b081217e-7bd3-4f00-8735-0c803ed47da8,1,00:00.0,0.18587025,,Hotel,twin,easy,https://stamatisfount.wixsite.com/asteropesantorini,
2816219701,FALSE,in progress,3,8/16/2020 13:09:58,0,0.6873,,Sports and Recreation,0,1,1,,,sc-experience,a458a1b7-67b9-491e-8306-0bafb723255a,1,00:00.0,0.256367744,,Travel-Leisure,twin,easy,https://nirayllc.wixsite.com/destinations,
2816219582,FALSE,finalized,3,8/16/2020 13:06:02,1,1,,Accommodation,1,0,1,,,sc-experience,23ca64c1-7215-4319-9d76-312f22a767f2,1,00:00.0,0.233423466,,Hotel,twin,easy,https://janinabx.wixsite.com/website,
2816219583,FALSE,finalized,3,8/16/2020 13:04:28,1,1,,Sports and Recreation,0,1,1,,,sc-experience,e9a31e2e-3bd5-4a8b-b3f4-ca15148c6d59,1,00:00.0,0.212869401,,Travel-Leisure,twin,easy,https://smsmossama9959.wixsite.com/website,
2816219584,FALSE,finalized,5,8/16/2020 13:09:54,1,0.8077,,Sports and Recreation,1,1,1,,,sc-experience,76329b3d-ed03-4fb3-9bf6-6ca272eff812,1,00:00.0,0.248601952,,Travel-Leisure,twin,easy,https://shirsatakshay.wixsite.com/skyhighdreamsholiday,
2816219718,FALSE,finalized,5,8/16/2020 13:09:39,0,0.5881,,Sports and Recreation,0,1,1,,,sc-experience,85af23bf-dc27-4f87-aa7c-08c74441c219,1,00:00.0,0.186010353,,Sporting goods store,fuzzy twin,easy,https://rickyskayak.wixsite.com/mysite,
2816219720,FALSE,in progress,3,8/16/2020 13:10:42,0,0.6814,,Entertainment,0,0,1,,,sc-experience,6a4aaab5-3c2b-4913-815a-59964273b234,0,00:00.0,0.052897989,,Hobbies,fuzzy twin,hard,https://mgeniesse14.wixsite.com/coachgresume,
2816219585,FALSE,finalized,3,8/16/2020 13:10:26,1,1,,Sports and Recreation,1,1,1,,,sc-experience,17e26dc4-85ee-4bfb-9418-a634245a9215,1,00:00.0,0.16159628,,Travel-Leisure,twin,easy,https://calireeladventures.wixsite.com/calireeladventures-1,
2816219587,FALSE,finalized,3,8/16/2020 13:08:10,1,1,,Sports and Recreation,1,0,1,,,sc-experience,266cf936-bf79-450c-83e1-d7cb3ccd9a7a,1,00:00.0,0.115914878,,Travel-Leisure,twin,easy,https://chahatchannana.wixsite.com/chahatchannana,
2816219723,FALSE,in progress,3,8/16/2020 13:11:01,0,0.6452,,Sports and Recreation,0,1,1,,,sc-experience,92e65ab8-9295-4b21-826c-c73ca1ea6ff7,0,00:00.0,0.014474799,,Sport practice,fuzzy twin,hard,https://roy0996.wixsite.com/ifs-liverpool,
2816219731,FALSE,finalized,5,8/16/2020 13:07:59,0,0.6061,,Transportation,1,0,1,,,sc-experience,e9e5c828-1a44-4eff-a863-22132491162c,0,00:00.0,0.014955285,,Transportation services,twin,hard,https://toniakhan.wixsite.com/attawaytransportatio,
2816219588,FALSE,finalized,3,8/16/2020 13:03:31,1,1,,Sports and Recreation,0,1,1,,,sc-experience,477fd11a-d0bc-4c8a-9ad8-0502ac578e08,1,00:00.0,0.216559087,,Travel-Leisure,twin,easy,https://lisagwynne.wixsite.com/mysite,
2816219590,FALSE,finalized,3,8/16/2020 13:08:24,1,1,,Sports and Recreation,0,1,1,,,sc-experience,c9f44e71-4c9e-4e20-92e2-48950100a419,1,00:00.0,0.169312014,,Travel-Leisure,twin,easy,https://kevinjones9905.wixsite.com/travel,
